node,min_value,max_value,jaccard_min_over_max,subject_id
T3,0.1690181656725766,0.18300813596681076,0.9235554735294867,sub-NORB00090
T4,0.1488909377732552,0.19492984494406215,0.7638180690903517,sub-NORB00090
T5,0.16902087591439174,0.20788111870172535,0.8130650680060484,sub-NORB00090
T6,0.14702735247466317,0.18591817590728504,0.7908175290402149,sub-NORB00090
FZ,0.1994873495877674,0.24693969319659223,0.8078383309116395,sub-NORB00090
CZ,0.18387916414289698,0.2226178993974133,0.8259855323431983,sub-NORB00090
PZ,0.16620827047171718,0.17681089105257228,0.9400341205355809,sub-NORB00090
Fp1,0.1929038150449426,0.22334584018640355,0.8637000576502605,sub-NORB00094
Fp2,0.20269657735677934,0.21494734980777563,0.9430057059928769,sub-NORB00094
F3,0.19344685740199258,0.25324662436940476,0.763867466678712,sub-NORB00094
F4,0.17771075940478126,0.20795297736287088,0.8545718443582657,sub-NORB00094
C3,0.1753452022586366,0.20782795466031334,0.84370364201116,sub-NORB00094
C4,0.19059709066019603,0.20467411465665838,0.9312222553395352,sub-NORB00094
P3,0.17085896889213775,0.2135915312127735,0.799933255415137,sub-NORB00094
P4,0.1825597507343784,0.2194588203807487,0.8318633555837378,sub-NORB00094
O1,0.19673593978435672,0.20803139636804205,0.9457031160637801,sub-NORB00094
O2,0.1973978109940167,0.21798784270991267,0.9055450457239665,sub-NORB00094
F7,0.18934093417781206,0.1910454273946827,0.9910780737329593,sub-NORB00094
